MMM,,AOS,,ABT,,ABBV,,ABMD,,ACN,,ATVI,,ADBE,,AAP,,AMD,,AES,,AFL,,A,,APD,,AKAM,,ALK,,ALB,,ARE,,ALXN,,ALGN,,ALLE,,LNT,,ALL,,GOOGL,,GOOG,,MO,,AMZN,,AMCR,,AEE,,AAL,,AEP,,AXP,,AIG,,AMT,,AWK,,AMP,,ABC,,AME,,AMGN,,APH,,ADI,,ANSS,,ANTM,,AON,,APA,,AAPL,,AMAT,,APTV,,ADM,,ANET,,AJG,,AIZ,,T,,ATO,,ADSK,,ADP,,AZO,,AVB,,AVY,,BKR,,BLL,,BAC,,BAX,,BDX,,BRK.B,,BBY,,BIO,,BIIB,,BLK,,BA,,BKNG,,BWA,,BXP,,BSX,,BMY,,AVGO,,BR,,BF.B,,CHRW,,COG,,CDNS,,CZR,,CPB,,COF,,CAH,,KMX,,CCL,,CARR,,CTLT,,CAT,,CBOE,,CBRE,,CDW,,CE,,CNC,,CNP,,CERN,,CF,,SCHW,,CHTR,,CVX,,CMG,,CB,,CHD,,CI,,CINF,,CTAS,,CSCO,,C,,CFG,,CTXS,,CME,,CMS,,KO,,CTSH,,CL,,CMCSA,,CMA,,CAG,,COP,,ED,,STZ,,CPRT,,GLW,,CTVA,,COST,,CCI,,CSX,,CMI,,CVS,,DHI,,DHR,,DRI,,DVA,,DE,,DAL,,XRAY,,DVN,,DXCM,,FANG,,DLR,,DFS,,DISCA,,DISCK,,DISH,,DG,,DLTR,,D,,DPZ,,DOV,,DOW,,DTE,,DUK,,DRE,,DD,,DXC,,EMN,,ETN,,EBAY,,ECL,,EIX,,EW,,EA,,EMR,,ENPH,,ETR,,EOG,,EFX,,EQIX,,EQR,,ESS,,EL,,ETSY,,RE,,EVRG,,ES,,EXC,,EXPE,,EXPD,,EXR,,XOM,,FFIV,,FB,,FAST,,FRT,,FDX,,FIS,,FITB,,FRC,,FE,,FISV,,FLT,,FLIR,,FMC,,F,,FTNT,,FTV,,FBHS,,FOXA,,FOX,,BEN,,FCX,,GPS,,GRMN,,IT,,GNRC,,GD,,GE,,GIS,,GM,,GPC,,GILD,,GPN,,GL,,GS,,GWW,,HAL,,HBI,,HIG,,HAS,,HCA,,PEAK,,HSIC,,HES,,HPE,,HLT,,HFC,,HOLX,,HD,,HON,,HRL,,HST,,HWM,,HPQ,,HUM,,HBAN,,HII,,IEX,,IDXX,,INFO,,ITW,,ILMN,,INCY,,IR,,INTC,,ICE,,IBM,,IFF,,IP,,IPG,,INTU,,ISRG,,IVZ,,IPGP,,IQV,,IRM,,JBHT,,JKHY,,J,,SJM,,JNJ,,JCI,,JPM,,JNPR,,KSU,,K,,KEY,,KEYS,,KMB,,KIM,,KMI,,KLAC,,KHC,,KR,,LB,,LHX,,LH,,LRCX,,LW,,LVS,,LEG,,LDOS,,LEN,,LLY,,LNC,,LIN,,LYV,,LKQ,,LMT,,L,,LOW,,LUMN,,LYB,,MTB,,MRO,,MPC,,MKTX,,MAR,,MMC,,MLM,,MAS,,MA,,MXIM,,MKC,,MCD,,MCK,,MDT,,MRK,,MET,,MTD,,MGM,,MCHP,,MU,,MSFT,,MAA,,MHK,,TAP,,MDLZ,,MPWR,,MNST,,MCO,,MS,,MSI,,MSCI,,NDAQ,,NTAP,,NFLX,,NWL,,NEM,,NWSA,,NWS,,NEE,,NLSN,,NKE,,NI,,NSC,,NTRS,,NOC,,NLOK,,NCLH,,NOV,,NRG,,NUE,,NVDA,,NVR,,NXPI,,ORLY,,OXY,,ODFL,,OMC,,OKE,,ORCL,,OTIS,,PCAR,,PKG,,PH,,PAYX,,PAYC,,PYPL,,PENN,,PNR,,PBCT,,PEP,,PKI,,PRGO,,PFE,,PM,,PSX,,PNW,,PXD,,PNC,,POOL,,PPG,,PPL,,PFG,,PG,,PGR,,PLD,,PRU,,PTC,,PEG,,PSA,,PHM,,PVH,,QRVO,,QCOM,,PWR,,DGX,,RL,,RJF,,RTX,,O,,REG,,REGN,,RF,,RSG,,RMD,,RHI,,ROK,,ROL,,ROP,,ROST,,RCL,,SPGI,,CRM,,SBAC,,SLB,,STX,,SEE,,SRE,,NOW,,SHW,,SPG,,SWKS,,SNA,,SO,,LUV,,SWK,,SBUX,,STT,,STE,,SYK,,SIVB,,SYF,,SNPS,,SYY,,TMUS,,TROW,,TTWO,,TPR,,TGT,,TEL,,TDY,,TFX,,TER,,TSLA,,TXN,,TXT,,BK,,CLX,,COO,,HSY,,MOS,,TRV,,DIS,,TMO,,TJX,,TSCO,,TT,,TDG,,TRMB,,TFC,,TWTR,,TYL,,TSN,,USB,,UDR,,ULTA,,UAA,,UA,,UNP,,UAL,,UPS,,URI,,UNH,,UHS,,UNM,,VLO,,VTR,,VRSN,,VRSK,,VZ,,VRTX,,VFC,,VIAC,,VTRS,,V,,VNO,,VMC,,WRB,,WBA,,WMT,,WM,,WAT,,WEC,,WFC,,WELL,,WST,,WDC,,WU,,WAB,,WRK,,WY,,WHR,,WMB,,WLTW,,WYNN,,XEL,,XLNX,,XYL,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,#N/A,,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
44287.66667,192.7,44287.66667,67.87,44287.66667,118.94,44287.66667,108.52,44287.66667,315.34,44287.66667,278.34,44287.66667,95.54,44287.66667,483.34,44287.66667,185.96,44287.66667,81.09,44287.66667,27.07,44287.66667,51.42,44287.66667,127.69,44287.66667,284.9,44287.66667,102.83,44287.66667,69.49,44287.66667,150.74,44287.66667,169.72,44287.66667,153.21,44287.66667,545.05,44287.66667,127.75,44287.66667,54.36,44287.66667,116.03,44287.66667,2129.78,44287.66667,2137.75,44287.66667,51,44287.66667,3161,44287.66667,11.66,44287.66667,81.03,44287.66667,23.86,44287.66667,85.54,44287.66667,144.57,44287.66667,46.38,44287.66667,240.06,44287.66667,150.59,44287.66667,235.41,44287.66667,116.89,44287.66667,128.66,44287.66667,249.17,44287.66667,67.05,44287.66667,160.38,44287.66667,351.85,44287.66667,353.76,44287.66667,231.8,44287.66667,18.85,44287.66667,123,44287.66667,141.52,44287.66667,140.74,44287.66667,57.65,44287.66667,308.04,44287.66667,126.61,44287.66667,142.3,44287.66667,30.47,44287.66667,98.24,44287.66667,283.9,44287.66667,189.4,44287.66667,1418.84,44287.66667,186.9,44287.66667,188.07,44287.66667,21.73,44287.66667,86.27,44287.66667,39.49,44287.66667,84.32,44287.66667,241.58,44287.66667,258.2,44287.66667,115.76,44287.66667,579.91,44287.66667,278.71,44287.66667,766.83,44287.66667,252.96,44287.66667,2382.46,44287.66667,46.3,44287.66667,104.26,44287.66667,38.58,44287.66667,62.93,44287.66667,475.95,44287.66667,154.92,44287.66667,69.65,44287.66667,97.15,44287.66667,19.09,44287.66667,141.49,44287.66667,88.94,44287.66667,49.97,44287.66667,129.78,44287.66667,60.88,44287.66667,123.31,44287.66667,26.86,44287.66667,42.02,44287.66667,106.54,44287.66667,232.74,44287.66667,100.86,44287.66667,80.05,44287.66667,169.44,44287.66667,151.89,44287.66667,63.25,44287.66667,22.65,44287.66667,72.92,44287.66667,45.91,44287.66667,66.44,44287.66667,608.58,44287.66667,105.75,44287.66667,1438.46,44287.66667,158.99,44287.66667,86.53,44287.66667,241.83,44287.66667,104.14,44287.66667,348.31,44287.66667,51.98,44287.66667,73.14,44287.66667,44.94,44287.66667,140.32,44287.66667,206.09,44287.66667,61.02,44287.66667,52.51,44287.66667,78.88,44287.66667,78.55,44287.66667,54.75,44287.66667,71.74,44287.66667,37.29,44287.66667,54.02,44287.66667,74.29,44287.66667,229.62,44287.66667,112.61,44287.66667,43.99,44287.66667,46.74,44287.66667,354.94,44287.66667,174.46,44287.66667,97.26,44287.66667,257.72,44287.66667,74.3,44287.66667,91.05,44287.66667,225.08,44287.66667,144.28,44287.66667,105.44,44287.66667,372.12,44287.66667,48.83,44287.66667,63.44,44287.66667,23.5,44287.66667,365.5,44287.66667,81.22,44287.66667,143.25,44287.66667,97.2,44287.66667,43.31,44287.66667,37.08,44287.66667,36.8,44287.66667,202.4,44287.66667,115.93,44287.66667,75.72,44287.66667,373.38,44287.66667,137.93,44287.66667,64.6,44287.66667,133.03,44287.66667,96.28,44287.66667,42.86,44287.66667,78.13,44287.66667,30.83,44287.66667,111.29,44287.66667,139.49,44287.66667,63.11,44287.66667,216.85,44287.66667,58.29,44287.66667,83.84,44287.66667,137.96,44287.66667,90.41,44287.66667,162.69,44287.66667,99.64,44287.66667,75.34,44287.66667,182.61,44287.66667,678,44287.66667,72.51,44287.66667,276.49,44287.66667,292.33,44287.66667,208.2,44287.66667,251.11,44287.66667,59.93,44287.66667,86.47,44287.66667,43.91,44287.66667,175.93,44287.66667,108.76,44287.66667,135.45,44287.66667,57.39,44287.66667,211.11,44287.66667,298.66,44287.66667,51.11,44287.66667,103.95,44287.66667,283.54,44287.66667,144.05,44287.66667,37.98,44287.66667,167.94,44287.66667,34.31,44287.66667,122.17,44287.66667,279.5,44287.66667,56.87,44287.66667,111.92,44287.66667,12.17,44287.66667,186.39,44287.66667,70.9,44287.66667,97.15,44287.66667,36.31,44287.66667,35,44287.66667,30.16,44287.66667,33.76,44287.66667,29.95,44287.66667,132.51,44287.66667,187.27,44287.66667,323.8,44287.66667,180.83,44287.66667,13.28,44287.66667,60.92,44287.66667,57.8,44287.66667,116.62,44287.66667,66.44,44287.66667,207.97,44287.66667,98.69,44287.66667,327.64,44287.66667,406.35,44287.66667,21.92,44287.66667,19.37,44287.66667,68.28,44287.66667,95.46,44287.66667,186.15,44287.66667,32.71,44287.66667,68.67,44287.66667,74.48,44287.66667,15.7,44287.66667,121.65,44287.66667,38.02,44287.66667,74.34,44287.66667,307.75,,,44287.66667,47.6,44287.66667,17.11,44287.66667,31.82,44287.66667,32.05,44287.66667,412.82,44287.66667,15.98,44287.66667,204.23,44287.66667,212.25,44287.66667,486.36,44287.66667,99.5,44287.66667,221.38,44287.66667,385.04,44287.66667,83.01,44287.66667,49.61,44287.66667,64.55,44287.66667,114.2,44287.66667,133.23,44287.66667,138.85,44287.66667,54.29,44287.66667,29.35,44287.66667,395.23,44287.66667,747.6,44287.66667,25.75,44287.66667,217.8,44287.66667,198.06,44287.66667,37.3,44287.66667,169.8,44287.66667,154.59,44287.66667,129.95,44287.66667,126.25,44287.66667,162.83,44287.66667,59.9,44287.66667,153.71,44287.66667,25.62,44287.66667,266.98,44287.66667,63.34,44287.66667,20.27,44287.66667,143.79,44287.66667,136.98,44287.66667,19.2,44287.66667,16.84,44287.66667,347.29,44287.66667,40.03,44287.66667,35.95,44287.66667,61.8,44287.66667,203.62,44287.66667,252.7,44287.66667,639.3,44287.66667,78.08,44287.66667,61.85,44287.66667,46.45,44287.66667,96.45,44287.66667,103.43,44287.66667,185.24,44287.66667,62.9,44287.66667,280.84,44287.66667,88.07,44287.66667,42.95,44287.66667,371.02,44287.66667,52.25,44287.66667,191.32,44287.66667,13.11,44287.66667,105.55,44287.66667,153.17,44287.66667,11.79,44287.66667,55.8,44287.66667,520.28,44287.66667,148.27,44287.66667,123.15,44287.66667,333.88,44287.66667,60.99,44287.66667,363.3,44287.66667,95.45,44287.66667,89.24,44287.66667,225.21,44287.66667,193.57,44287.66667,118.19,44287.66667,77.09,44287.66667,61.6,44287.66667,1175.19,44287.66667,39.7,44287.66667,160.17,44287.66667,92.41,44287.66667,242.35,44287.66667,146.64,44287.66667,198.28,44287.66667,51.9,44287.66667,58.44,44287.66667,367.52,44287.66667,91.36,44287.66667,306.31,44287.66667,78.22,44287.66667,188.36,44287.66667,428.55,44287.66667,150.85,44287.66667,73.65,44287.66667,539.42,44287.66667,27.06,44287.66667,61.81,44287.66667,26.06,44287.66667,24,44287.66667,75.77,44287.66667,25.33,44287.66667,132.53,44287.66667,24.07,44287.66667,271.18,44287.66667,105.63,44287.66667,322.24,44287.66667,21.42,44287.66667,27.72,44287.66667,14.19,44287.66667,37.46,44287.66667,79.88,44287.66667,552.47,44287.66667,4785.18,44287.66667,208.08,44287.66667,507.82,44287.66667,27.38,44287.66667,243.69,44287.66667,75.91,44287.66667,51.35,44287.66667,71.81,44287.66667,69.26,44287.66667,92.03,44287.66667,135.57,44287.66667,316.21,44287.66667,98.76,44287.66667,376.75,44287.66667,247.54,44287.66667,107.52,44287.66667,62.39,44287.66667,18.1,44287.66667,141.28,44287.66667,129.88,44287.66667,40.68,44287.66667,36.3,44287.66667,88.06,44287.66667,83.16,44287.66667,81.81,44287.66667,164.6,44287.66667,177.41,44287.66667,351.57,44287.66667,151.96,44287.66667,28.77,44287.66667,60.86,44287.66667,134.28,44287.66667,95.55,44287.66667,108.5,44287.66667,92.71,44287.66667,143.87,44287.66667,59.67,44287.66667,251.94,44287.66667,53.48,44287.66667,100.98,44287.66667,192.9,44287.66667,137.79,44287.66667,89.17,44287.66667,129.44,44287.66667,119.94,44287.66667,126.51,44287.66667,77.28,44287.66667,65.11,44287.66667,57.62,44287.66667,474.93,44287.66667,21.06,44287.66667,99.72,44287.66667,194.44,44287.66667,77.66,44287.66667,263.44,44287.66667,34.83,44287.66667,410.35,44287.66667,120.51,44287.66667,86.67,44287.66667,362.65,44287.66667,218.72,44287.66667,281.18,44287.66667,28.1,44287.66667,78.49,44287.66667,45.6,44287.66667,131.8,44287.66667,507.01,44287.66667,249.75,44287.66667,115.2,44287.66667,187.7,44287.66667,231.74,44287.66667,62.33,44287.66667,61.3,44287.66667,200.66,44287.66667,109.38,44287.66667,84.95,44287.66667,193.5,44287.66667,242.95,44287.66667,483.33,44287.66667,41.66,44287.66667,254.23,44287.66667,77.99,44287.66667,127.65,44287.66667,173.96,44287.66667,180.15,44287.66667,41.03,44287.66667,200.72,44287.66667,130.79,44287.66667,417.43,44287.66667,414.15,44287.66667,128.81,44287.66667,661.75,44287.66667,192.06,44287.66667,57.03,44287.66667,47.47,44287.66667,192.83,44287.66667,385.49,44287.66667,158.76,44287.66667,31.26,44287.66667,150.62,44287.66667,188.97,44287.66667,456.3,44287.66667,65.98,44287.66667,176.5,44287.66667,165.44,44287.66667,603.71,44287.66667,80.74,44287.66667,59.05,44287.66667,63.83,44287.66667,431.82,44287.66667,74.87,44287.66667,55.83,44287.66667,44.36,44287.66667,313.62,44287.66667,21.97,44287.66667,18.27,44287.66667,220.21,44287.66667,57.82,44287.66667,171.28,44287.66667,331.71,44287.66667,367.07,44287.66667,134.4,44287.66667,28.14,44287.66667,75.3,44287.66667,54.4,44287.66667,201.9,44287.66667,179.81,44287.66667,58.3,44287.66667,213.04,44287.66667,79.49,44287.66667,44.64,44287.66667,13.9,44287.66667,216.86,44287.66667,46.39,44287.66667,166.39,44287.66667,76.49,44287.66667,54.75,44287.66667,135.62,44287.66667,129.28,44287.66667,284.72,44287.66667,93.32,44287.66667,39.63,44287.66667,73.25,44287.66667,284.77,44287.66667,71.37,44287.66667,25.15,44287.66667,78.99,44287.66667,52.19,44287.66667,36.84,44287.66667,225.3,44287.66667,23.9,44287.66667,233.59,44287.66667,128.1,44287.66667,66.79,44287.66667,129.85,44287.66667,104.64
